tell,tell,52.719999,52.969999
by,by,52.969999,53.099999000000004
the,the,53.1,53.22
way,way,53.219999,53.439999
he,he,53.440000999999995,53.56000099999999
avoids,avoids,53.559999000000005,53.999999
her,her,54.0,54.44
Clara,clara,54.86,55.28
looks,looks,55.28,55.51
at,at,55.51,55.61
her,her,55.61,55.74
face,face,55.74,56.2
in,in,56.21,56.31
the,the,56.31,56.400000000000006
hallway,hallway,56.4,56.82
mirror,mirror,56.82,57.36
She's,she's,57.46,57.71
thirty,thirty,57.71,58.0
three,three,58.0,58.22
years,years,58.22,58.449999999999996
old,old,58.45,58.99
She's,she's,59.06,59.28
slowly,slowly,59.28,59.7
getting,getting,59.7,60.02
white,white,60.019999999999996,60.269999999999996
hairs,hairs,60.269999999999996,60.74999999999999
in,in,60.75,60.87
her,her,60.87,61.04
eyebrows,eyebrows,61.04,61.949999999999996
She,she,62.22,62.44
feels,feels,62.44,62.98
completely,completely,63.0,63.78
alone,alone,63.8,64.49
Grad,grad,65.03,65.33
students,students,65.33,65.72
fill,fill,65.719999,65.909999
the,the,65.91,66.00999999999999
low,low,66.009999,66.22999899999999
ceiling,ceiling,66.23,66.64
space,space,66.639999,67.199999
chewing,chewing,67.2,67.62
big,big,67.63,67.86999999999999
words,words,67.88,68.3
and,and,68.299999,68.479999
gesticulating,<unk>,68.66,69.28
emphatically,emphatically,69.28,70.18
Gary's,<unk>,70.69999899999999,70.789999
face,face,70.799999,71.239999
looks,looks,71.24,71.44999999999999
up,up,71.44999899999999,71.57999899999999
from,from,71.58,71.72
the,the,71.719999,71.819999
photo,photo,71.82,72.19999999999999
his,his,72.19999899999999,72.41999899999999
parents,parents,72.42,72.81
have,have,72.81,72.96000000000001
framed,framed,72.96,73.36999999999999
in,in,73.37,73.49000000000001
expensive,expensive,73.49,74.17999999999999
mahogany,mahogany,74.19,75.0
Elated,elated,75.21,75.97
graduating,graduating,75.98,76.77000000000001
cap,cap,76.78,77.06
and,and,77.06,77.19
gown,gown,77.19,77.47
and,and,77.47,77.61
all,all,77.61,78.01
Toasts,toasts,78.18,78.66000000000001
and,and,78.66,78.82
more,more,78.82,79.08999999999999
toasts,toasts,79.09,79.82000000000001
To,to,80.03,80.18
our,our,80.179999,80.289999
Doctor,doctor,80.28999999999999,80.67999999999999
of,of,80.679999,80.789999
Philosophy,philosophy,80.78999999999999,81.60999999999999
Amazing,amazing,81.639999,82.129999
Art,art,82.13,82.35
Prodigy,<unk>,82.36,82.96
To,to,83.05,83.2
Gary,gary,83.2,83.56
Loisin,<unk>,83.68,84.49000000000001
Clara's,<unk>,85.71000000000001,85.85000000000001
carefully,carefully,85.849999,86.249999
picked,picked,86.25,86.62
Happy,happy,86.63,87.03999999999999
Graduation,graduation,87.03999999999999,87.83999999999999
paper,paper,87.849999,88.179999
banners,banners,88.18,88.81
hang,hang,89.059999,89.359999
too,too,89.369999,89.54999900000001
low,low,89.549999,89.819999
from,from,89.82,90.00999999999999
the,the,90.01,90.16000000000001
adobe,adobe,90.16,90.63
doors,doors,90.63,91.25999999999999
People,people,91.57,91.89999999999999
have,have,91.9,92.12
to,to,92.12,92.24000000000001
duck,duck,92.25,92.63
when,when,92.64,92.82000000000001
they,they,92.82,92.92999999999999
go,go,92.93,93.10000000000001
in,in,93.1,93.19
the,the,93.19,93.28999999999999
kitchen,kitchen,93.29,93.86
At,at,93.87,93.89
Seventy,seventy,100.8,101.25999999999999
fourth,fourth,101.259999,101.629999
and,and,101.63,101.75
Columbus,columbus,101.75,102.47
Apartment,apartment,102.48,103.03
nine,nine,103.03999999999999,103.42999999999999
D,d,103.429999,103.959999
Steven,steven,104.41,104.86
Perdue,perdue,104.86,105.27
watches,watches,105.28,105.72
his,his,105.719999,105.909999
wife,wife,105.91,106.22999999999999
get,get,106.26,106.44000000000001
ready,ready,106.440001,106.690001
for,for,106.690001,106.830001
her,her,106.83,106.94
violin,violin,106.940001,107.480001
lesson,lesson,107.48,108.03
black,black,108.209999,108.569999
clothes,clothes,108.58,109.33
pearl,pearl,109.35,109.67999999999999
necklace,necklace,109.68,110.46000000000001
her,her,110.56,110.71000000000001
controlled,controlled,110.71,111.36999999999999
quiet,quiet,111.37,111.88000000000001
elegance,elegance,111.9,112.77000000000001
We,we,113.32,113.5
cannot,cannot,113.5,113.98
ignore,ignore,113.98,114.4
this,this,114.4,114.83000000000001
We,we,114.92,115.05
should,should,115.05,115.25
be,be,115.25,115.38
vigilant,vigilant,115.39,115.94
Steven,steven,115.94,116.61
Married,married,117.01,117.43
eight,eight,117.429999,117.609999
years,years,117.61,118.07
he,he,118.09,118.22
still,still,118.219999,118.459999
can't,can't,118.46000000000001,118.72000000000001
believe,believe,118.719999,119.189999
his,his,119.19,119.38
good,good,119.38,119.58
luck,luck,119.58,119.89999999999999
Steven,steven,120.32,121.07
are,are,121.11,121.3
you,you,121.299999,121.439999
listening,listening,121.44,122.14
Yes,yes,122.46000000000001,122.94000000000001
yes,yes,122.94,123.38
He,he,123.389999,123.529999
is,is,123.53,123.7
listening,listening,123.7,124.38000000000001
Sasha,sasha,124.629999,124.989999
broke,broke,124.99,125.32
up,up,125.32,125.49
with,with,125.49,125.66
this,this,125.66,125.85
guy,guy,125.85,126.16999999999999
and,and,126.19999899999999,126.40999899999998
now,now,126.42,126.79
I'm,i'm,126.82,126.91999999999999
missing,missing,126.96,127.52999999999999
ten,ten,127.53,127.8
sleeping,sleeping,127.8,128.3
pills,pills,128.3,128.87
Oh,oh,129.1,129.38
God,god,129.4,129.83
What,what,129.84,130.01
is,is,130.01,130.12
his,his,130.12,130.3
daughter,daughter,130.3,130.65
getting,getting,130.65,130.95000000000002
into,into,130.95,131.25
again,again,131.25,131.79
We,we,132.02,132.16
don't,don't,132.16,132.31
want,want,132.31,132.45
a,a,132.45,132.53
repeat,repeat,132.53,132.96
of,of,132.96,133.11
last,last,133.11,133.53
year,year,133.53,134.06
There,there,134.5,134.66
is,is,134.66,134.76
an,an,134.76,134.89999999999998
edge,edge,134.91,135.26
in,in,135.27,135.39000000000001
Margaret's,margaret's,135.389999,135.849999
voice,voice,135.86,136.37
This,this,136.469999,136.809999
girl,girl,136.809999,137.299999
better,better,137.309999,137.57999900000002
grow,grow,137.58,138.01000000000002
up,up,138.009999,138.419999
She,she,138.91,139.09
sounds,sounds,139.09,139.41
cold,cold,139.41,139.95
and,and,139.969999,140.119999
he,he,140.12,140.22
notices,notices,140.219999,141.019999
Margaret,margaret,141.389999,141.789999
pauses,pauses,141.79,142.22
by,by,142.219999,142.369999
the,the,142.369999,142.489999
mirror,mirror,142.49,143.08
then,then,143.15,143.32
touches,touches,143.32,143.66
her,her,143.66,143.79999999999998
neck,neck,143.799999,144.269999
She,she,144.61,144.85000000000002
hates,hates,144.85,145.32999999999998
her,her,145.33,145.55
age,age,145.55,146.04000000000002
She,she,146.27,146.48000000000002
hates,hates,146.48,146.88
being,being,146.88,147.13
Sasha's,<unk>,147.14,147.14999999999998
stepmother,stepmother,147.56,148.44
You,you,148.77,148.92000000000002
think,think,148.92,149.11999999999998
I,i,149.12,149.18
should,should,149.18,149.38
talk,talk,149.38,149.69
to,to,149.69,149.81
her,her,149.81,149.95
Maggie,maggie,149.95,150.57999999999998
Margaret,margaret,151.02,151.43
turns,turns,151.43,151.77
and,and,151.77,151.93
wraps,wraps,151.93,152.24
her,her,152.24,152.45000000000002
arms,arms,152.5,152.87
around,around,152.87,153.11
Steven's,steven's,153.11,153.55
stooped,stooped,153.559999,153.909999
frame,frame,153.91,154.47
He,he,154.76,154.89999999999998
looks,looks,154.9,155.13
much,much,155.13,155.39
older,older,155.389999,155.70999899999998
than,than,155.71,155.91
fifty,fifty,155.91,156.57
She,she,156.849999,157.059999
doesn't,doesn't,157.059999,157.32999900000002
talk,talk,157.33,157.66000000000003
to,to,157.66,157.78
me,me,157.78,158.24
Margaret,margaret,158.29,158.73
whispers,<unk>,158.73,159.23
So,so,159.24,159.41
yes,yes,159.41,160.02
I,i,160.25,160.37
think,think,160.4,160.62
you,you,160.629999,160.789999
should,should,160.789999,160.979999
do,do,160.98,161.2
it,it,161.199999,161.449999
She,she,161.82,162.01999999999998
stops,stops,162.02,162.78
I'll,i'll,163.139999,163.27999899999998
be,be,163.279999,163.399999
home,home,163.4,163.62
late,late,163.85,163.92
tonight,tonight,164.20,164.28
she,she,164.32,164.56
adds,adds,164.56,165.13
She,she,165.49,165.63
wants,wants,165.63,165.85
Steven,steven,165.86,166.24
to,to,166.24,166.34
ask,ask,166.34,166.65
why,why,166.65,167.18
but,but,167.57,167.70999999999998
he,he,167.71,167.82000000000002
doesn't,doesn't,167.82,168.29
The,the,174.17,174.28
Graduation,graduation,174.28,174.9
party,party,174.9,175.29
keeps,keeps,175.29,175.6
going,going,175.599999,176.139999
Clara,clara,176.4,176.76000000000002
stares,stares,176.77,177.26000000000002
at,at,177.259999,177.359999
her,her,177.36,177.47000000000003
husband,husband,177.469999,178.089999
once,once,178.27,178.56
the,the,178.559999,178.649999
most,most,178.65,178.95000000000002
handsome,handsome,178.949999,179.29999899999999
man,man,179.309999,179.60999900000002
in,in,179.609999,179.689999
the,the,179.690001,179.800001
room,room,179.799999,180.31999900000002
Gary's,<unk>,181.06,181.07
thirty,thirty,181.08,181.4
five,five,181.4,181.76000000000002
and,and,181.76,181.87
already,already,181.87,182.20000000000002
balding,balding,182.2,182.92999999999998
His,his,183.23,183.45999999999998
face,face,183.46,183.74
is,is,183.75,183.9
liquor,liquor,183.9,184.20000000000002
flushed,flushed,184.2,184.60999999999999
as,as,184.61,184.72000000000003
he,he,184.72,184.83
bends,bends,184.83,185.15
over,over,185.15,185.47
a,a,185.47,185.54
four,four,185.54,185.78
month,month,185.78,186.06
old,old,186.06,186.26
baby,baby,186.26,186.6
boy,boy,186.6,187.10999999999999
Son,son,187.32,187.57
of,of,187.57,187.70999999999998
friends,friends,187.71,188.42000000000002
His,his,188.48,188.76
friends,friends,188.76,189.20999999999998
not,not,189.23,189.48
hers,hers,189.48,190.01999999999998
He,he,190.41,190.60999999999999
asks,asks,190.61,190.83
to,to,190.83,190.95000000000002
hold,hold,190.95,191.23999999999998
the,the,191.24,191.31
boy,boy,191.309999,191.739999
and,and,191.79,191.97
Clara's,Clara's,191.80,192.23
eyes,eyes,192.46,192.87
melt,melt,192.87,193.46
In,in,193.7,193.82999999999998
an,an,193.83,193.95000000000002
alternate,alternate,193.95,194.38
universe,universe,194.38,194.99
this,this,195.0,195.2
boy,boy,195.2,195.42
would,would,195.42,195.53
be,be,195.54,195.67
theirs,theirs,195.67,196.41
Gary's,<unk>,196.74,196.75
awkward,awkward,197.23,197.81
the,the,197.98,198.09
baby,baby,198.09,198.41
starts,starts,198.41,198.78
crying,crying,198.78,199.19
and,and,199.19,199.27
everyone,everyone,199.27,199.70000000000002
laughs,laughs,199.7,200.22
You're,you're,200.25,200.41
not,not,200.41,200.63
daddy,daddy,200.63,200.95
material,material,200.95,201.53
man,man,201.53,202.04
Clara,clara,202.23,202.57
can,can,202.57,202.73
see,see,202.73,202.89999999999998
the,the,202.9,202.98000000000002
back,back,202.99,203.24
of,of,203.25,203.37
Gary's,<unk>,203.65,203.8
neck,neck,203.81,204.31
all,all,204.38,204.68
red,red,204.68,205.20000000000002
Embarrassed,embarrassed,205.41,206.18
but,but,206.19,206.39
hiding,hiding,206.4,206.8
it,it,206.8,207.05
She,she,207.53,207.75
knows,knows,207.75,208.1
this,this,208.099999,208.379999
neck,neck,208.38,208.82999999999998
Has,has,209.09,209.29
studied,studied,209.29,209.64
it,it,209.639999,209.759999
each,each,209.759999,209.979999
night,night,209.98,210.26
for,for,210.259999,210.39999899999998
ten,ten,210.4,210.63
years,years,210.63,211.35
And,and,211.66,211.79
Clara,clara,211.79,212.10999999999999
is,is,212.11,212.3
suddenly,suddenly,212.299999,212.769999
filled,filled,212.77,213.22
with,with,213.219999,213.359999
the,the,213.38,213.40
need,need,213.48,213.70
to,to,213.79,213.89
protect,protect,213.889999,214.33999899999998
him,him,214.34,214.66
She,she,214.959999,215.13999900000002
puts,puts,215.139999,215.409999
her,her,215.41,215.57
hand,hand,215.57,216.01999999999998
on,on,216.029999,216.169999
the,the,216.18888,216.20
small,small,216.24,216.60000000000002
of,of,216.6,216.71
his,his,216.71,216.85
back,back,216.85,217.29
hoping,hoping,217.49,217.88
he'd,he'd,217.88,218.06
turn,turn,218.09,218.75
The,the,219.26,219.38
baby's,baby's,219.38,219.73
father,father,219.73,220.11999999999998
steps,steps,220.12,220.54
up,up,220.54,220.82999999999998
So,so,220.99,221.43
is,is,221.43,221.57
it,it,221.57,221.69
time,time,221.69,221.94
to,to,221.94,222.05
open,open,222.05,222.3
that,that,222.3,222.53
Scotch,scotch,222.53,223.07
Clara,clara,223.44,223.82999999999998
you're,you're,223.83,224.01000000000002
moving,moving,224.01,224.29
to,to,224.29,224.4
New,new,224.4,224.5
York,york,224.5,224.76
too,too,224.76,225.23
Going,going,225.349999,225.809999
where,where,225.809999,226.299999
doing,doing,226.309999,226.679999
what,what,226.679999,226.97999900000002
Clara,clara,227.37,227.71
looks,looks,227.71,227.92000000000002
at,at,227.92,228.0
Gary,gary,228.0,228.42
confused,confused,228.42,229.36999999999998
and,and,229.429999,229.559999
he,he,229.559999,229.679999
smiles,smiles,229.679999,230.19999900000002
past,past,230.2,230.60999999999999
her,her,230.61,230.96
to,to,231.0,231.12
the,the,231.12,231.21
crowd,crowd,231.21,231.93
He's,he's,232.049999,232.269999
basking,basking,232.27,232.82000000000002
in,in,232.82,232.84
the,the,232.969999,233.039999
glory,glory,233.039999,233.51999899999998
of,of,233.52,233.65
something,something,233.65,234.34
Tommy,tommy,234.7,235.22
the,the,235.24,235.32000000000002
baby's,baby's,235.32999999999998,235.73
father,father,235.73,236.29999999999998
looks,looks,236.47,236.74
at,at,236.74,236.85000000000002
Clara's,Clara's,237.20,237.2777777
face,face,237.34,237.66
and,and,237.66,237.79
takes,takes,237.79,238.04999999999998
a,a,238.05,238.14000000000001
step,step,238.14,238.5
back,back,238.5,238.9
Oh,oh,239.08,239.36
man,man,239.36,239.88000000000002
Did,did,239.88,240.09
I,i,240.09,240.17000000000002
blow,blow,240.17,240.41
the,the,240.41,240.53
surprise,surprise,240.53,241.16
I'm,i'm,241.2,241.47
so,so,241.47,241.77
sorry,sorry,241.77,242.48000000000002
You,you,249.33,249.48000000000002
guys,guys,249.5,249.85
are,are,249.849999,249.939999
into,into,249.94,250.15
bullshit,bullshit,250.15,250.66
drama,drama,250.67000000000002,251.20000000000002
again,again,251.199999,251.749999
I,i,251.949999,252.059999
just,just,252.059999,252.339999
like,like,252.34,252.48
to,to,252.49,252.63
sleep,sleep,252.63,253.04999999999998
deeply,deeply,253.05,253.44
these,these,253.44,253.64
days,days,253.64,253.89999999999998
That's,that's,253.9,254.16
all,all,254.16,254.62
Sasha,sasha,255.14,255.54
strides,strides,255.54,255.98999999999998
up,up,255.99,256.13
to,to,256.13,256.21999999999997
her,her,256.22,256.35
dad,dad,256.35,256.64000000000004
and,and,256.64,256.76
opens,opens,256.76,257.03999999999996
her,her,257.04,257.16
palm,palm,257.16,257.74
The,the,258.02,258.13
ten,ten,258.13,258.39
white,white,258.39,258.63
sleeping,sleeping,258.63,259.06
pills,pills,259.06,259.31
stare,stare,259.32,259.77
at,at,259.77,259.90999999999997
him,him,259.91,260.28000000000003
an,an,260.57,260.73
act,act,260.73,260.95000000000005
of,of,260.95,261.07
defiance,defiance,261.07,262.01
I,i,262.46,262.54999999999995
certainly,certainly,262.55,262.94
don't,don't,262.94,263.09
need,need,263.099999,263.33999900000003
you,you,263.34,263.45
guys,guys,263.45,263.72999999999996
freaking,freaking,263.73,264.15000000000003
out,out,264.15,264.58
Sasha,sasha,264.88,265.29
watches,watches,265.29,265.67
her,her,265.67,265.79
dad,dad,265.79,266.26000000000005
flush,flush,266.259999,266.629999
the,the,266.639999,266.749999
pills,pills,266.75,267.14
down,down,267.139999,267.439999
the,the,267.44,267.53
toilet,toilet,267.53,268.15
You,you,268.43,268.54
should,should,268.539999,268.789999
have,have,268.789999,268.89999900000004
put,put,268.93,269.14
them,them,269.139999,269.309999
back,back,269.32,269.64
in,in,269.639999,269.72999899999996
the,the,269.73,269.87
pill,pill,269.879999,270.179999
box,box,270.19,270.85
Of,of,271.31,271.5
course,course,271.5,271.82
Sasha's,<unk>,271.82,271.83
right,right,272.35,272.71000000000004
and,and,272.72,272.88000000000005
now,now,272.88,273.03
his,his,273.03,273.19
gesture,gesture,273.19,273.56
of,of,273.56,273.68
closure,closure,273.68,274.07
feels,feels,274.07,274.32
stupid,stupid,274.33,275.05
He,he,275.53,275.66999999999996
puts,puts,275.67,275.86
his,his,275.86,276.01
hand,hand,276.01,276.34
on,on,276.34,276.48999999999995
her,her,276.49,276.6
shoulder,shoulder,276.6,277.13
but,but,277.13,277.31
she,she,277.32,277.36
wiggles,<unk>,277.43,277.78000000000003
away,away,277.78,278.34
So,so,278.69,278.86
how,how,278.86,279.01
do,do,279.01,279.09
you,you,279.09,279.23999999999995
sleep,sleep,279.24,279.65000000000003
these,these,279.66,279.92
days,days,279.92,280.27000000000004
dad,dad,280.27,280.85999999999996
He,he,281.139999,281.279999
turns,turns,281.28,281.58
on,on,281.58,281.72999999999996
CNN,cnn,281.73,282.49
Have,have,282.69,282.82
you,you,282.82,282.93
told,told,282.929999,283.209999
Margaret,margaret,283.21,283.71
yet,yet,283.71,284.18
Steven,steven,284.62,285.03000000000003
stares,stares,285.03,285.34999999999997
at,at,285.349999,285.45999900000004
the,the,285.46,285.53999999999996
TV,tv,285.54,286.06
and,and,286.059999,286.27999900000003
carnage,carnage,286.279999,286.91999899999996
You,you,287.309999,287.439999
haven't,haven't,287.440001,287.760001
told,told,287.76,288.02
my,my,288.02,288.16999999999996
stepmother,stepmother,288.190001,288.72000099999997
you've,you've,288.76,288.80
lost,lost,288.95,289.03
all,all,289.16,289.24
your,your,289.24,289.40000000000003
money,money,289.4,289.88
That,that,290.09,290.22999999999996
your,your,290.23,290.36
stocks,stocks,290.36,290.81
have,have,290.81,290.93
all,all,290.93,291.1
tanked,tanked,291.1,291.62
That,that,291.88,292.03
I,i,292.03,292.07
might,might,292.07,292.2
have,have,292.2,292.34
to,to,292.34,292.42999999999995
drop,drop,292.43,292.73
out,out,292.73,292.83000000000004
of,of,292.83,292.97999999999996
college,college,292.98,293.74
On,on,294.16,294.31
the,the,294.31,294.41
TV,tv,294.41,295.03000000000003
the,the,295.07,295.18
Middle,middle,295.18,295.5
East,east,295.5,296.01
India,india,296.03,296.76
Wars,wars,296.849999,297.489999
Earthquakes,earthquakes,297.55,298.33
Crashes,crashes,298.33,299.09999999999997
Steven,steven,299.309999,299.759999
sighs,<unk>,299.769999,300.449999
There's,there's,300.74,300.97
no,no,300.969999,301.129999
need,need,301.13,301.40999999999997
to,to,301.42,301.54
disturb,disturb,301.54,301.98
Margaret,margaret,302.02,302.51
I'll,i'll,302.52,302.68
figure,figure,302.679999,303.049999
it,it,303.049999,303.179999
out,out,303.179999,303.639999
What,what,304.27,304.43
do,do,304.43,304.48
you,you,304.48,304.58000000000004
want,want,304.58,304.82
for,for,304.82,304.90999999999997
your,your,304.91,305.05
birthday,birthday,305.049999,305.579999
he,he,305.58,305.75
asks,asks,305.75,306.39
I,i,306.77,306.87
want,want,306.87,307.08
you,you,307.08,307.16999999999996
to,to,307.17,307.27000000000004
start,start,307.27,307.54999999999995
telling,telling,307.56,307.9
the,the,307.9,307.97999999999996
truth,truth,307.98,308.53000000000003
says,says,308.61,308.89
Sasha,sasha,308.89,309.53999999999996
and,and,309.76,309.92
her,her,309.92,310.04
voice,voice,310.04,310.35
for,for,310.35,310.46000000000004
the,the,310.46,310.56
first,first,310.56,310.86
time,time,310.87,311.23
is,is,311.23,311.41
breaking,breaking,311.41,312.09000000000003
Your,your,312.4,312.59
duplicity,<unk>,312.59,312.59999999999997
is,is,313.24999999999994,313.27
so,so,313.44,313.78
fucking,fucking,313.79,314.34000000000003
exhausting,exhausting,314.34,315.23999999999995
Clara,clara,321.25,321.63
stares,stares,321.63,322.09
at,at,322.09,322.21
Jeannie,jeannie,322.209999,322.79999899999996
she,she,322.85,323.02000000000004
must,must,323.02,323.21
be,be,323.209999,323.35999899999996
what,what,323.359999,323.689999
twenty,twenty,323.74,324.03000000000003
five,five,324.029999,324.47999899999996
Twenty,twenty,324.48,324.75
six,six,324.75,325.24
So,so,325.47,325.74
in,in,325.74,325.93
love,love,325.93,326.19
with,with,326.19,326.31
this,this,326.31,326.5
baby,baby,326.5,327.03
spitting,spitting,327.03,327.42999999999995
up,up,327.43,327.57
goo,goo,327.57,327.83
on,on,327.83,327.97999999999996
her,her,327.98,328.12
lap,lap,328.12,328.66
And,and,328.94,329.21
then,then,329.21,329.51
the,the,329.52,329.62
moment,moment,329.62,330.01
they,they,330.01,330.15999999999997
found,found,330.16,330.46000000000004
out,out,330.46,330.62
I,i,330.62,330.66
was,was,330.66,330.86
pregnant,pregnant,330.87,331.33
Tommy's,tommy's,331.35,331.88
parents,parents,331.91,332.33000000000004
swept,swept,332.33,332.82
in,in,332.82,332.95
and,and,332.95,333.09
erased,erased,333.12,333.60
all,all,333.76,333.93
our,our,333.929999,334.099999
debt,debt,334.099999,334.489999
All,all,334.58,334.76
ten,ten,334.76,335.0
thousand,thousand,335.0,335.38
dollars,dollars,335.389999,335.939999
in,in,335.94,336.1
one,one,336.099999,336.369999
check,check,336.37,336.92
So,so,337.15,337.32
we,we,337.32,337.44
could,could,337.44,337.58
start,start,337.58,337.85999999999996
fresh,fresh,337.86,338.26
and,and,338.259999,338.429999
not,not,338.429999,338.639999
stress,stress,338.639999,339.379999
Amazing,amazing,339.66,340.58000000000004
Just,just,340.58,340.96
amazing,amazing,340.959999,341.899999
I,i,341.9,342.03999999999996
love,love,342.049999,342.549999
them,them,342.55,343.06
That's,that's,343.44,343.74
great,great,343.74,344.07
Jeannie,jeannie,344.07,344.64
Clara,clara,344.67,344.96000000000004
musters,<unk>,345.02,345.49
You,you,346.13,346.2
want,want,346.2,346.24
to,to,346.26,346.34
have,have,346.41,346.58000000000004
kids,kids,346.6,347.18
asks,asks,347.26,347.59999999999997
Jeannie,jeannie,347.6,348.19
Still,still,348.52,348.94
pudgy,pudgy,348.94,349.37
from,from,349.37,349.54
the,the,349.54,349.64000000000004
birth,birth,349.64,350.2
So,so,350.25,350.71
full,full,350.72,350.94000000000005
of,of,350.94,351.08
life,life,351.08,351.38
and,and,351.38,351.56
good,good,351.559999,351.749999
cheer,cheer,351.75,352.36
Not,not,352.78,353.04999999999995
yet,yet,353.05,353.44
Clara,clara,353.52,353.87
says,says,353.87,354.18
stiffly,<unk>,354.19,354.7
Can't,can't,355.03,355.22999999999996
afford,afford,355.23,355.55
it,it,355.549999,355.679999
for,for,355.679999,355.829999
one,one,355.83,356.28
Jeannie,jeannie,356.9,357.23999999999995
looks,looks,357.24,357.49
up,up,357.49,357.69
expecting,expecting,357.69,358.3
more,more,358.299999,358.52999900000003
of,of,358.529999,358.639999
an,an,358.639999,358.739999
answer,answer,358.74,359.42
I,i,359.789999,359.849999
don't,don't,359.89,360.01
really,really,360.08,360.39
like,like,360.39,360.77
modern,modern,360.81,361.21
art,art,361.21,361.29999999999995
installation,installation,361.75,362.61
art,art,362.61,362.88
I,i,362.88,363.03
don't,don't,363.04,363.21000000000004
really,really,363.22,363.54
get,get,363.54,363.85
it,it,363.85,364.12
admits,admits,364.17,364.6
Jeannie,jeannie,364.6,365.14000000000004
Tommy,tommy,365.49,365.87
says,says,365.87,366.11
it's,it's,366.11,366.27000000000004
an,an,366.27,366.38
incredible,incredible,366.38,367.07
opportunity,opportunity,367.07,367.68
for,for,367.68,367.81
Gary,gary,367.81,368.37
A,a,368.45,368.53999999999996
chance,chance,368.54,368.84000000000003
to,to,368.84,368.94
create,create,368.94,369.29
his,his,369.29,369.47
own,own,369.51,369.89
site,site,369.889999,370.139999
specific,specific,370.139999,370.709999
piece,piece,370.71,371.01
downtown,downtown,371.01,371.5
in,in,371.5,371.57
New,new,371.58,371.74
York,york,371.74,372.16
We'll,we'll,372.759999,372.989999
see,see,372.99,373.52
Clara,clara,373.549999,373.879999
says,says,373.88,374.43
She,she,374.889999,375.129999
hates,hates,375.13,375.56
Gary,gary,375.57,375.95
for,for,375.96,376.09
making,making,376.09,376.44
her,her,376.449999,376.589999
the,the,376.589999,376.719999
killjoy,<unk>,376.719999,377.509999
She,she,377.82,378.0
takes,takes,378.0,378.26
out,out,378.26,378.4
more,more,378.4,378.57
bottles,bottles,378.57,378.95
of,of,378.95,379.09
wine,wine,379.109999,379.479999
from,from,379.48,379.62
the,the,379.62,379.71
cupboard,cupboard,379.71,380.29999999999995
People,people,380.6,380.90000000000003
pat,pat,380.9,381.19
her,her,381.19,381.34
on,on,381.34,381.45
her,her,381.48,381.52
back,back,381.55,381.93
